PageId,Class,OutLinkNum0,OutLinkProp0,OutLinkNum1,OutLinkProp1,InLinkNum0,InLinkProp0,InLinkNum1,InLinkProp1,hits
3323002,Actor,0,0,206,0.0223597091067,0,0,121,0.0274937514201,0.0
5379742,Actor,1,0.0102040816327,157,0.0128772965879,0,0,76,0.00632964104273,0.0
5347369,Actor,1,0.0357142857143,140,0.0272426542129,2,0.0769230769231,57,0.0352069178505,4.48404034715e-05
420922,Actor,27,0.264705882353,3034,0.11428356185,27,0.198529411765,4526,0.0873407950598,0.00435353816991
20001840,Actor,11,0.305555555556,761,0.0849140816782,3,0.130434782609,195,0.115795724466,0.000295091995807
7745187,Actor,0,0,103,0.0812943962115,0,0,2,0.00121506682868,0.0
8056432,Actor,2,0.1,322,0.0663643858203,0,0,2,0.00706713780919,0.0
1221476,Actor,3,0.0508474576271,411,0.0433041829101,2,0.030303030303,823,0.0428132965718,0.000125485525189
1193334,Actor,16,0.25,1438,0.112510758157,0,0,368,0.182902584493,0.0
12213886,Actor,0,0,102,0.0283412058905,0,0,11,0.0342679127726,0.0
2009832,Actor,3,0.0909090909091,606,0.0654639732095,1,0.030303030303,748,0.0870779976717,0.000144209920411
24880036,Actor,0,0,0,0,0,0,0,0,0
9985018,Actor,0,0,120,0.0156087408949,1,0.05,10,0.0119904076739,4.6117683457e-05
13965106,Actor,8,0.131147540984,1411,0.130466944059,2,0.04,811,0.109476241901,0.00013933377615
2290483,Actor,8,0.111111111111,1022,0.0638470669082,4,0.0615384615385,1295,0.102851242951,0.000363453982677
25148247,Actor,0,0,0,0,0,0,1,0.0204081632653,0.0
20661661,Actor,0,0,208,0.263959390863,0,0,336,0.484848484848,0.0
10545516,Actor,0,0,297,0.0373115577889,0,0,148,0.049915682968,0.0
6954265,Actor,0,0,372,0.141552511416,0,0,20,0.0451467268623,0.0
4525674,Actor,9,0.225,666,0.109738012852,0,0,424,0.280052840159,0.0
27984887,Actor,0,0,0,0,0,0,4,0.190476190476,0.0
15329914,Actor,7,0.159090909091,577,0.0418905183679,0,0,1131,0.138095238095,0.0
5910885,Actor,3,0.2,458,0.143528674397,0,0,74,0.226993865031,0.0
204467,Actor,38,0.24358974359,4797,0.151110411088,60,0.150753768844,9341,0.0991297888146,0.00593564576034
2106026,Actor,4,0.0869565217391,794,0.0596857851612,1,0.0526315789474,76,0.0105672969967,9.75644941236e-05
3837727,Actor,10,0.121951219512,773,0.0392087243216,4,0.0533333333333,1011,0.0542062087824,0.000220428662351
2020134,Actor,0,0,29,0.00604418507712,1,0.0909090909091,57,0.108159392789,9.3954511546e-05
3113624,Actor,3,0.103448275862,241,0.103167808219,4,0.0909090909091,326,0.0816020025031,0.000159672320631
9003913,Actor,0,0,10,0.00845308537616,0,0,0,0,0.0
29542302,Actor,0,0,0,0,0,0,0,0,0.0
17171282,Actor,1,0.0416666666667,435,0.0825270347183,0,0,130,0.122180451128,0.0
26363500,Actor,0,0,0,0,1,0.333333333333,2,0.142857142857,1.94983949265e-05
12440785,Actor,0,0,173,0.0383506982931,1,0.0357142857143,129,0.0181972069403,6.62697740801e-05
6555534,Actor,0,0,106,0.0181943014075,1,0.0588235294118,45,0.0492341356674,5.80955875889e-05
5050752,Actor,2,0.0425531914894,701,0.0671777671299,2,0.0363636363636,728,0.0348342025934,0.000106565336275
2719602,Actor,1,0.0140845070423,2337,0.109898894898,0,0,24,0.0320427236315,0.0
33288810,Actor,0,0,0,0,0,0,0,0,0.0
25754632,Actor,0,0,0,0,0,0,70,0.00742626777,0.0
2255231,Actor,4,0.0666666666667,712,0.0582794466727,0,0,225,0.0540865384615,0.0
7743017,Actor,12,0.16,1197,0.080324788619,2,0.0666666666667,219,0.0666261028293,0.000154604341951
5818440,Actor,0,0,266,0.0544078543669,0,0,371,0.0398111385342,0.0
24059528,Actor,0,0,82,0.0750915750916,0,0,67,0.0547833197056,0.0
8146815,Actor,4,0.102564102564,1849,0.118548438802,0,0,8,0.047619047619,0.0
17079191,Actor,0,0,212,0.105894105894,0,0,1,0.0666666666667,0.0
32041182,Actor,0,0,0,0,0,0,23,0.0934959349593,0.0
23098630,Actor,1,0.0454545454545,309,0.0549919914576,0,0,3,0.027027027027,0.0
19558412,Actor,2,0.0444444444444,704,0.0700915969733,1,0.0263157894737,170,0.0478334271244,0.0
13159169,Actor,0,0,912,0.0918706557872,0,0,107,0.140052356021,0.0
556559,Actor,0,0,5,0.0199203187251,0,0,114,0.211895910781,0.0
7198319,Actor,8,0.32,184,0.0515117581187,2,0.111111111111,123,0.0485398579321,6.35285753999e-05
2704483,Actor,2,0.0909090909091,243,0.045234549516,0,0,48,0.0674157303371,0.0
21021032,Actor,0,0,105,0.0357021421285,0,0,111,0.0756130790191,0.0
27850612,Actor,0,0,0,0,0,0,54,0.220408163265,0.0
29874398,Actor,0,0,0,0,0,0,17,0.0600706713781,0.0
21905877,Actor,0,0,175,0.0249500998004,0,0,19,0.0855855855856,0.0
2710807,Actor,1,0.037037037037,704,0.141564448019,1,0.0294117647059,475,0.07421875,6.7209847176e-05
1699011,Actor,4,0.0714285714286,357,0.0524306065502,4,0.0689655172414,257,0.0978302245908,0.000218719185925
21558590,Actor,0,0,407,0.0766334023724,0,0,99,0.0170807453416,0.0
921466,Actor,12,0.123711340206,5620,0.172742361837,2,0.0208333333333,1050,0.0805832693784,0.00020284323537
582584,Actor,43,0.34126984127,3789,0.171797778282,41,0.170833333333,6379,0.124163033323,0.00442114373077
8847709,Actor,0,0,103,0.0809112333071,0,0,20,0.131578947368,0.0
22148868,Actor,1,0.1,156,0.0801232665639,0,0,74,0.0914709517923,0.0
2322823,Actor,2,0.181818181818,287,0.0748370273794,0,0,6,0.0368098159509,0.0
15115584,Actor,2,0.142857142857,306,0.0627434898503,0,0,17,0.1328125,0.0
620839,Actor,6,0.115384615385,460,0.0524694878522,6,0.272727272727,446,0.104059729351,0.000439608673176
31498519,Actor,0,0,0,0,0,0,47,0.0526315789474,0.0
1007003,Actor,18,0.276923076923,933,0.106349025419,4,0.166666666667,297,0.0920930232558,0.000329673092604
20950698,Actor,1,0.111111111111,158,0.0755619320899,0,0,134,0.0941672522839,0.0
3796804,Actor,0,0,227,0.0541378487956,2,0.105263157895,125,0.0795165394402,0.000143710426974
18591403,Actor,23,0.348484848485,1586,0.12784136708,20,0.512820512821,1106,0.281353345205,0.00120381092694
2378731,Actor,7,0.0729166666667,1277,0.0715967705764,4,0.0487804878049,1025,0.0864759976377,0.000228097997038
520453,Actor,2,0.0689655172414,456,0.071811023622,1,0.0172413793103,1909,0.103367987871,4.06512190881e-05
