PageId,Class,OutLinkNum0,OutLinkProp0,OutLinkNum1,OutLinkProp1,InLinkNum0,InLinkProp0,InLinkNum1,InLinkProp1,hits
20525726,Actor,9,0.243243243243,350,0.0545851528384,8,0.444444444444,131,0.0221059736753,0.000430913292482
18558938,Actor,0,0,415,0.13430420712,0,0,105,0.12995049505,0.0
9406115,Actor,0,0,307,0.0709334565619,0,0,16,0.0531561461794,0.0
9408572,Actor,3,0.0441176470588,643,0.0363605519113,1,0.037037037037,243,0.0519119846187,4.18509791167e-05
8287626,Actor,1,0.111111111111,179,0.0487738419619,0,0,0,0,0.0
2217692,Actor,6,0.0722891566265,852,0.0521930899289,4,0.0655737704918,484,0.0840715650512,0.000186109398509
885645,Actor,4,0.0493827160494,1057,0.0744523490878,2,0.04,669,0.101640838651,0.000121131590864
10860372,Actor,1,0.0454545454545,183,0.0481199053379,1,0.0277777777778,75,0.0615763546798,5.5276208248e-05
29874398,Actor,0,0,0,0,0,0,17,0.0600706713781,0.0
1247413,Actor,1,0.0588235294118,58,0.0136921624174,1,0.0714285714286,9,0.0102622576967,5.60449222362e-05
8069897,Actor,0,0,283,0.0553382870551,0,0,68,0.0819277108434,0.0
15127800,Actor,1,0.1,1,0.00120192307692,0,0,330,0.500758725341,0.0
5949370,Actor,0,0,25,0.027352297593,0,0,69,0.237113402062,0.0
4687345,Actor,4,0.114285714286,788,0.190384150761,2,0.0869565217391,369,0.266233766234,9.63118549449e-05
10069480,Actor,5,0.217391304348,185,0.0259321558733,0,0,14,0.0526315789474,0.0
4510406,Actor,1,0.0208333333333,511,0.0886075949367,0,0,81,0.0450250138966,0.0
24752923,Actor,1,0.0625,987,0.18486607979,1,0.0714285714286,105,0.112660944206,5.43041147629e-05
8924928,Actor,0,0,592,0.0464095327689,0,0,72,0.0144317498497,0.0
23048579,Actor,0,0,89,0.027803811309,0,0,10,0.153846153846,0.0
24647186,Actor,1,0.0384615384615,188,0.0472599296129,0,0,65,0.107973421927,0.0
4254148,Actor,6,0.133333333333,403,0.0367298578199,3,0.272727272727,141,0.027679623086,0.000207215007774
9579141,Actor,1,0.0769230769231,54,0.03066439523,2,0.2,54,0.139175257732,0.000116266438095
690394,Actor,18,0.333333333333,1015,0.120704007611,15,0.174418604651,1509,0.0881888843434,0.000573790771541
21727172,Actor,1,0.142857142857,14,0.0394366197183,0,0,3,0.0315789473684,0.0
1132029,Actor,2,0.010101010101,1342,0.0602144748059,2,0.0147058823529,1016,0.0425264744046,9.26471253008e-05
13493094,Actor,0,0,292,0.0430551459746,0,0,1,0.00308641975309,0.0
579712,Actor,29,0.190789473684,1704,0.115376802763,32,0.154589371981,2169,0.107744274999,0.00210366316037
6555534,Actor,0,0,106,0.0181943014075,1,0.0588235294118,45,0.0492341356674,5.80955875889e-05
4585719,Actor,0,0,344,0.0834748847367,0,0,155,0.290262172285,0.0
1873388,Actor,11,0.104761904762,972,0.0642559661532,10,0.0188323917137,1436,0.0557626592109,0.000593973348329
9874600,Actor,4,0.125,193,0.0325463743676,0,0,26,0.146892655367,0.0
1562313,Actor,7,0.0736842105263,713,0.0532168980445,9,0.0775862068966,934,0.0474135742931,0.000666609672821
16737385,Actor,3,0.157894736842,235,0.10711030082,0,0,211,0.140666666667,0.0
2802704,Actor,5,0.135135135135,1035,0.108026302056,8,0.177777777778,398,0.0644325724462,0.000368173934549
31645802,Actor,0,0,0,0,0,0,7,0.166666666667,0.0
10258309,Actor,0,0,152,0.19689119171,1,0.142857142857,7,0.148936170213,2.18434486317e-05
239793,Actor,2,0.04,455,0.0403154350523,7,0.0736842105263,538,0.0341435552453,0.000361746165329
9505584,Actor,1,0.0454545454545,84,0.0206438928484,7,0.5,11,0.0222672064777,0.000190701663778
10837128,Actor,6,0.146341463415,568,0.071635767436,3,0.136363636364,481,0.131672597865,0.000140006949061
1832382,Actor,0,0,160,0.0685812258894,1,0.05,16,0.026402640264,4.73442278515e-05
8073560,Actor,4,0.16,196,0.0263937516833,4,0.8,32,0.139737991266,0.000145367062282
1007003,Actor,18,0.276923076923,933,0.106349025419,4,0.166666666667,297,0.0920930232558,0.000329673092604
12687198,Actor,3,0.0731707317073,537,0.120403587444,1,0.0357142857143,69,0.0480836236934,4.07176345764e-05
4994104,Actor,0,0,137,0.0168490960521,5,0.111111111111,525,0.0690063091483,0.000252979213506
4748840,Actor,0,0,234,0.211764705882,1,0.0909090909091,349,0.284665579119,5.79995409121e-05
1347957,Actor,5,0.047619047619,945,0.0560298826041,3,0.0258620689655,384,0.0272921108742,0.000181832638217
8609302,Actor,1,0.0714285714286,203,0.0845833333333,0,0,10,0.0248756218905,0.0
31939403,Actor,0,0,0,0,1,0.1,40,0.0527704485488,9.75644941236e-05
17174724,Actor,0,0,21,0.0112479914301,0,0,23,0.0582278481013,0.0
3310330,Actor,1,0.0192307692308,882,0.0793665076937,0,0,463,0.117363751584,0.0
12497876,Nonactor,0,0.0,11,0.0012176223157,0,0.0,5,0.00163666121113,0.0
20660520,Nonactor,0,0.0,0,0.0,0,0.0,0,0,0.0
6987808,Nonactor,0,0.0,4,0.000254048904414,0,0.0,0,0.0,0
2309083,Nonactor,0,0.0,1,0.00016241676141,0,0.0,0,0.0,0
29614480,Nonactor,0,0,0,0,0,0.0,0,0.0,0
16306459,Nonactor,0,0.0,6,0.00538599640934,0,0.0,5,0.00312304809494,0.0
9646603,Nonactor,0,0.0,3,0.000481386392811,0,0.0,0,0.0,0.0
18443209,Nonactor,3,0.0352941176471,667,0.0640730067243,1,0.0161290322581,494,0.0742633794348,0.000184848110559
7962863,Nonactor,0,0.0,0,0.0,0,0,0,0,0
12974498,Nonactor,0,0.0,0,0.0,0,0,0,0,0
491812,Nonactor,0,0.0,570,0.0160926030491,0,0.0,0,0.0,0.0
13573117,Nonactor,0,0.0,5,0.000225713253882,0,0.0,0,0.0,0
27693872,Nonactor,0,0,0,0,0,0.0,0,0,0.0
3695288,Nonactor,0,0.0,0,0.0,0,0.0,0,0.0,0
15607037,Nonactor,0,0.0,8,2.3625023625e-05,0,0.0,0,0.0,0
1133183,Nonactor,0,0.0,0,0.0,0,0.0,0,0.0,0.0
4098583,Nonactor,0,0.0,190,0.0361491628615,0,0.0,109,0.0167254871874,0.0
25893127,Nonactor,0,0,0,0,0,0,0,0,0
13730424,Nonactor,0,0.0,0,0.0,0,0.0,0,0.0,0.0
360092,Nonactor,0,0.0,4,0.000456308464522,0,0.0,9,0.00134328358209,0.0
24712991,Nonactor,0,0.0,8,0.000603090840558,0,0.0,0,0.0,0.0
26220458,Nonactor,0,0,0,0,0,0.0,0,0.0,0
16208819,Nonactor,0,0.0,12,0.0021536252692,0,0.0,0,0.0,0.0
3222645,Nonactor,0,0.0,47,0.013726635514,0,0.0,1,0.00245098039216,0.0
2436943,Nonactor,0,0.0,6,0.00131550098663,0,0.0,0,0.0,0.0
1813099,Nonactor,0,0.0,27,0.00209969671048,0,0.0,2803,0.0446579358251,0.0
898769,Nonactor,0,0.0,3,0.000501253132832,0,0.0,0,0.0,0.0
6237100,Nonactor,0,0.0,1,0.000107123727906,0,0.0,0,0.0,0.0
31684240,Nonactor,0,0,0,0,0,0.0,0,0.0,0
5963064,Nonactor,0,0.0,63,0.0124235850917,0,0.0,136,0.110569105691,0.0
14258327,Nonactor,0,0.0,23,0.00242744063325,0,0.0,2,0.000261403738073,0.0
24546935,Nonactor,0,0.0,69,0.0344311377246,0,0.0,0,0.0,0.0
8835700,Nonactor,0,0.0,1,0.00490196078431,0,0.0,0,0.0,0
8283300,Nonactor,0,0.0,2,4.99750124938e-05,0,0.0,0,0.0,0
6942048,Nonactor,0,0.0,2,0.000633312222926,0,0.0,0,0.0,0.0
21998996,Nonactor,0,0.0,4,0.000629326620516,0,0.0,0,0.0,0
1505524,Nonactor,0,0.0,0,0.0,0,0,0,0,0
19004123,Nonactor,0,0.0,3,0.000730994152047,0,0,0,0,0
28705152,Nonactor,0,0,0,0,0,0,0,0,0
9204601,Nonactor,0,0.0,0,0.0,0,0.0,0,0.0,0
31602390,Nonactor,0,0,0,0,0,0.0,0,0.0,0.0
19367385,Nonactor,0,0.0,0,0.0,0,0.0,0,0.0,0.0
25692034,Nonactor,0,0,0,0,0,0.0,1,0.000617283950617,0.0
22486408,Nonactor,0,0.0,0,0.0,0,0.0,0,0,0.0
29408289,Nonactor,0,0,0,0,0,0.0,0,0.0,0.0
9722145,Nonactor,0,0.0,0,0.0,0,0.0,1,0.000129802699896,0.0
21448842,Nonactor,0,0.0,0,0.0,0,0,0,0,0
17184234,Nonactor,0,0.0,1,4.74405806727e-05,0,0.0,0,0.0,0.0
9529364,Nonactor,0,0.0,0,0.0,0,0.0,0,0.0,0
3028938,Nonactor,0,0.0,0,0.0,0,0.0,0,0.0,0
