PageId,Class,OutLinkNum0,OutLinkProp0,OutLinkNum1,OutLinkProp1,InLinkNum0,InLinkProp0,InLinkNum1,InLinkProp1,hits
5510246,Actor,1,0.0232558139535,485,0.0689802304082,0,0,255,0.199843260188,0.0
10069480,Actor,5,0.217391304348,185,0.0259321558733,0,0,14,0.0526315789474,0.0
26135510,Actor,0,0,0,0,0,0,86,0.119610570236,0.0
31065592,Actor,0,0,0,0,0,0,0,0,0
9979482,Actor,2,0.0909090909091,192,0.0394169575036,0,0,15,0.1171875,0.0
7436500,Actor,4,0.0851063829787,410,0.0414727898038,2,0.0869565217391,34,0.0282157676349,9.79248014006e-05
4337837,Actor,6,0.125,543,0.055346040159,6,0.162162162162,220,0.054347826087,0.000223559991122
13179677,Actor,1,0.111111111111,118,0.0640608034745,0,0,73,0.107669616519,0.0
32065339,Actor,0,0,0,0,1,0.0555555555556,38,0.0794979079498,3.54588838964e-05
7339445,Actor,20,0.425531914894,986,0.10556745182,20,0.416666666667,775,0.166309012876,0.00117319081219
28470482,Actor,0,0,0,0,0,0,34,0.320754716981,0.0
88604,Actor,20,0.136054421769,1703,0.0717354675653,18,0.0584415584416,2028,0.0414164930768,0.00123836796183
8408938,Actor,0,0,37,0.0085529357374,0,0,17,0.0257966616085,0.0
916180,Actor,5,0.0892857142857,692,0.0468612446672,3,0.05,854,0.053629741271,0.000172444450342
27073221,Actor,0,0,0,0,0,0,0,0,0
10529457,Actor,0,0,1,0.000638162093172,0,0,3,0.125,0.0
30021042,Actor,0,0,0,0,1,0.0909090909091,206,0.141971054445,4.49156024454e-05
2563560,Actor,5,0.263157894737,495,0.132317562149,0,0,112,0.0311890838207,0.0
5883963,Actor,1,0.0833333333333,33,0.00952655889145,1,0.0833333333333,39,0.0269709543568,4.03878566322e-05
3434494,Actor,10,0.15625,872,0.0700739312118,0,0,433,0.0331495942428,0.0
17491581,Actor,43,0.3359375,3943,0.19512074426,36,0.36,3513,0.243501767519,0.00259668211968
25760426,Actor,0,0,0,0,0,0,4,0.0519480519481,0.0
2546419,Actor,3,0.2,59,0.0166290868095,2,0.111111111111,148,0.147117296223,9.46190148928e-05
3323002,Actor,0,0,206,0.0223597091067,0,0,121,0.0274937514201,0.0
23008456,Actor,1,0.0769230769231,121,0.0519982810486,1,0.0625,228,0.0907643312102,0.0
715220,Actor,1,0.025,415,0.0297725805294,4,0.0245398773006,1717,0.0273800031893,0.000442200579515
1832382,Actor,0,0,160,0.0685812258894,1,0.05,16,0.026402640264,4.73442278515e-05
4340447,Actor,2,0.153846153846,283,0.0979916897507,2,0.0952380952381,100,0.0657894736842,9.72392939763e-05
17079191,Actor,0,0,212,0.105894105894,0,0,1,0.0666666666667,0.0
2600885,Actor,1,0.0196078431373,336,0.0466861192163,1,0.025641025641,222,0.0482398956975,5.60539285331e-05
1247413,Actor,1,0.0588235294118,58,0.0136921624174,1,0.0714285714286,9,0.0102622576967,5.60449222362e-05
2243203,Actor,24,0.252631578947,1609,0.12863767189,25,0.25,1883,0.0884743692149,0.00128388427562
1137989,Actor,3,0.0625,2631,0.167334478153,3,0.0666666666667,615,0.0787552823665,0.000100244307826
1766803,Actor,0,0,68,0.0123906705539,0,0,30,0.0083426028921,0.0
690394,Actor,18,0.333333333333,1015,0.120704007611,15,0.174418604651,1509,0.0881888843434,0.000573790771541
15906693,Actor,4,0.166666666667,277,0.0497843278217,0,0,1,0.037037037037,0.0
18307757,Actor,66,0.176,7619,0.102690244494,85,0.0958286358512,12036,0.0830716351363,0.00812001780956
3644713,Actor,7,0.166666666667,542,0.0588810429115,1,0.0909090909091,220,0.19730941704,5.6911164961e-05
12029551,Actor,8,0.173913043478,109,0.0190061028771,5,0.227272727273,72,0.0200612984118,6.9831334324e-05
620839,Actor,6,0.115384615385,460,0.0524694878522,6,0.272727272727,446,0.104059729351,0.000439608673176
847111,Actor,17,0.0876288659794,2204,0.0677403491517,9,0.0443349753695,1974,0.0590328658154,0.000920797747935
14511440,Actor,0,0,585,0.24798643493,0,0,0,0,0.0
14928786,Actor,7,0.333333333333,267,0.0870557548093,0,0,127,0.330729166667,0.0
22649916,Actor,1,0.166666666667,31,0.096875,0,0,50,0.0877192982456,0.0
11560076,Actor,4,0.25,193,0.103931071621,0,0,85,0.0292196631145,0.0
31659287,Actor,0,0,0,0,0,0,2,0.0147058823529,0.0
1671212,Actor,5,0.185185185185,588,0.0576753310446,1,0.0833333333333,42,0.0405405405405,4.73539353911e-05
6774822,Actor,2,0.08,219,0.0434868943606,0,0,403,0.134512683578,0.0
15625794,Actor,1,0.02,220,0.0270935960591,0,0,15,0.00241701579117,0.0
3264738,Actor,10,0.138888888889,995,0.093655873494,17,0.239436619718,1797,0.12004008016,0.000876777464838
