PageId,Class,OutLinkNum0,OutLinkProp0,OutLinkNum1,OutLinkProp1,InLinkNum0,InLinkProp0,InLinkNum1,InLinkProp1,hits
1699011,Actor,4,0.0714285714286,357,0.0524306065502,4,0.0689655172414,257,0.0978302245908,0.000218719185925
3107198,Actor,2,0.016393442623,610,0.0295313710302,0,0,91,0.0269071555293,0.0
10837128,Actor,6,0.146341463415,568,0.071635767436,3,0.136363636364,481,0.131672597865,0.000140006949061
32978481,Actor,0,0,0,0,1,0.2,46,0.0964360587002,0.000122198716752
18399239,Actor,0,0,712,0.0724977089909,0,0,340,0.221210149642,0.0
29542302,Actor,0,0,0,0,0,0,0,0,0.0
17273936,Actor,0,0,311,0.0490072486606,0,0,68,0.0985507246377,0.0
2367454,Actor,12,0.11320754717,1828,0.111579075871,44,0.275,2313,0.0819079995751,0.00332851034527
268009,Actor,42,0.137704918033,5373,0.105903222627,66,0.0941512125535,11377,0.0770997953403,0.00661587499007
1223982,Actor,3,0.09375,725,0.11601856297,8,0.106666666667,714,0.0503668171558,0.00052450676617
22284022,Actor,3,0.107142857143,357,0.0934799685782,0,0,102,0.0105252295945,0.0
3316507,Actor,1,0.2,74,0.144249512671,0,0,105,0.10847107438,0.0
11426523,Actor,0,0,39,0.0360443622921,0,0,16,0.0941176470588,0.0
4337837,Actor,6,0.125,543,0.055346040159,6,0.162162162162,220,0.054347826087,0.000223559991122
6239975,Actor,0,0,310,0.150631681244,0,0,0,0,0.0
916180,Actor,5,0.0892857142857,692,0.0468612446672,3,0.05,854,0.053629741271,0.000172444450342
7643716,Actor,0,0,159,0.0765895953757,1,0.0625,78,0.0677083333333,7.33293359534e-05
3422562,Actor,1,0.00961538461538,805,0.046435163821,0,0,104,0.0204966495861,0.0
421109,Actor,9,0.104651162791,4145,0.16198999531,7,0.0823529411765,1574,0.0311775774983,0.000667394778978
4728173,Actor,9,0.321428571429,1107,0.170281495155,0,0,172,0.340594059406,0.0
25897631,Actor,0,0,0,0,0,0,33,0.126436781609,0.0
8643426,Actor,0,0,150,0.0575153374233,0,0,6,0.0111940298507,0.0
6434391,Actor,0,0,59,0.0189345314506,0,0,4,0.00642054574639,0.0
13159169,Actor,0,0,912,0.0918706557872,0,0,107,0.140052356021,0.0
30593826,Actor,0,0,0,0,0,0,190,0.196078431373,0.0
20001840,Actor,11,0.305555555556,761,0.0849140816782,3,0.130434782609,195,0.115795724466,0.000295091995807
385800,Actor,7,0.148936170213,806,0.0912693919148,3,0.0612244897959,1073,0.118002859342,0.000164213678915
25947343,Actor,0,0,0,0,0,0,0,0,0.0
5350055,Actor,4,0.148148148148,369,0.0900659018794,1,0.037037037037,406,0.0564673157163,4.20022163968e-05
663197,Actor,2,0.0434782608696,539,0.0611735330836,2,0.0408163265306,328,0.0358469945355,0.00010103895447
16827,Actor,26,0.132653061224,4217,0.135660286312,72,0.10843373494,10022,0.075135321548,0.00663072400263
9175965,Actor,5,0.0877192982456,558,0.0493412326466,1,0.0384615384615,83,0.030225782957,7.12104796154e-05
26091326,Actor,0,0,0,0,0,0,5,0.00954198473282,0.0
89648,Actor,31,0.316326530612,3083,0.161939279336,29,0.337209302326,2919,0.112002148722,0.00274741678211
15127800,Actor,1,0.1,1,0.00120192307692,0,0,330,0.500758725341,0.0
2055104,Actor,4,0.108108108108,379,0.0477450239355,0,0,666,0.117026884555,0.0
