PageId,Class,OutLinkNum0,OutLinkProp0,OutLinkNum1,OutLinkProp1,InLinkNum0,InLinkProp0,InLinkNum1,InLinkProp1,hits
17561694,Actor,0,0,338,0.0685598377282,1,0.166666666667,78,0.193548387097,8.01144679466e-05
6029392,Actor,0,0,382,0.184987893462,0,0,38,0.101604278075,0.0
934314,Actor,0,0,10,0.00281135788586,0,0,91,0.0364,0.0
25754632,Actor,0,0,0,0,0,0,70,0.00742626777,0.0
7102450,Actor,0,0,263,0.0477747502271,3,0.1875,197,0.161873459326,0.000141429168989
9695333,Actor,5,0.0387596899225,975,0.0416951761888,2,0.111111111111,358,0.056627649478,0.000249567946454
16827,Actor,26,0.132653061224,4217,0.135660286312,72,0.10843373494,10022,0.075135321548,0.00663072400263
17491581,Actor,43,0.3359375,3943,0.19512074426,36,0.36,3513,0.243501767519,0.00259668211968
26237930,Actor,0,0,0,0,1,0.166666666667,41,0.158914728682,6.67528760531e-05
25801993,Actor,0,0,0,0,0,0,13,0.0401234567901,0.0
5965537,Actor,27,0.457627118644,1618,0.176137600697,25,0.625,1417,0.270368250334,0.00210981410182
9979482,Actor,2,0.0909090909091,192,0.0394169575036,0,0,15,0.1171875,0.0
27717,Actor,14,0.0729166666667,2388,0.0722541603631,31,0.0529914529915,5585,0.0607540684014,0.00260784995629
2149578,Actor,3,0.375,83,0.0362762237762,0,0,3,0.0833333333333,0.0
16844183,Actor,5,0.0735294117647,538,0.0381262844589,4,0.0714285714286,929,0.0426616458486,0.000298504159648
3773365,Actor,2,0.0526315789474,331,0.0475916606758,0,0,287,0.0166550603528,0.0
4749058,Actor,1,0.0153846153846,1290,0.177857438301,4,0.078431372549,1109,0.21986518636,0.000301153559277
4238215,Actor,0,0,414,0.047983310153,1,0.0243902439024,199,0.0462575546258,6.49575325229e-05
10860372,Actor,1,0.0454545454545,183,0.0481199053379,1,0.0277777777778,75,0.0615763546798,5.5276208248e-05
13479034,Actor,0,0,507,0.103384991843,0,0,43,0.131498470948,0.0
9459038,Actor,0,0,2,0.0127388535032,2,0.222222222222,44,0.135384615385,0.000116266438095
13965106,Actor,8,0.131147540984,1411,0.130466944059,2,0.04,811,0.109476241901,0.00013933377615
27547069,Actor,0,0,0,0,0,0,129,0.0598885793872,0.0
10615511,Actor,1,0.0263157894737,327,0.037414187643,0,0,43,0.140522875817,0.0
25183832,Actor,0,0,0,0,0,0,50,0.0487329434698,0.0
1666335,Actor,2,0.0869565217391,166,0.0335556903174,5,0.138888888889,321,0.0682978723404,0.00024968370251
643639,Actor,10,0.0564971751412,2563,0.0814607634364,38,0.147859922179,3999,0.0805194805195,0.0025463565074
13399515,Actor,0,0,354,0.0615545122587,0,0,14,0.0436137071651,0.0
1200093,Actor,7,0.0625,523,0.0258501383946,20,0.0471698113208,2132,0.0681803645667,0.00129301480553
26273208,Actor,0,0,0,0,0,0,60,0.151898734177,0.0
921332,Actor,1,0.0153846153846,846,0.0876774795316,5,0.0735294117647,1169,0.122025052192,0.000335947290555
15115584,Actor,2,0.142857142857,306,0.0627434898503,0,0,17,0.1328125,0.0
4242222,Actor,0,0,85,0.0263729444617,0,0,198,0.388998035363,0.0
2802862,Actor,0,0,242,0.0644645711241,0,0,287,0.0784367313474,0.0
21904534,Actor,7,0.0945945945946,579,0.0475408490024,0,0,303,0.034338168631,0.0
28470482,Actor,0,0,0,0,0,0,34,0.320754716981,0.0
1025220,Actor,44,0.260355029586,3373,0.109655396619,23,0.166666666667,2657,0.107401269251,0.00204103883366
